path,location,artifact_type,classification,reason,size_bytes,modified_iso,sha256,migration_recommendation,sensitivity
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_009.lock.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,1139,2026-07-06T01:41:12.033405-07:00,c739029ab347f636e9252d0d9adddeb3ac50975dda207cf62d7d44dcf8cd77fc,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_009.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,842,2026-07-06T01:28:15.139081-07:00,fc39cae6d6bf107eb091ec1bc0f6748f4df8097d00e6ffa46313c97d61708b20,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_010.lock.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,1139,2026-07-06T01:41:12.033432-07:00,37562b1a19f08cd3f1d335f511439c51fe7978010b6849f504300a39f11417ca,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_010.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,806,2026-07-06T01:28:15.141463-07:00,d712fe42414bc3c8c5748067ec966f38569d0f0be5290ae9821127306f656232,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_011.lock.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,1139,2026-07-06T01:41:12.033457-07:00,73ba2d1e1dfb56a068e248b2e807da89b332dce81a412d6a9e3b0abc784ebdb4,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_011.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,806,2026-07-06T01:28:15.143149-07:00,fc00a41ccc73bfd37117ff23b9dc0336df028e6a1abdd87b47d4acabe5b86a17,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_012.lock.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,1139,2026-07-06T01:41:12.033484-07:00,ea199d7c0a75e9e8f75fb0e494fd5c7382f901cba5c8623fabca6a59c2a38a21,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_012.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,825,2026-07-06T01:28:15.144633-07:00,b4ae6f02e6f16af1dc39b5141ddd85e1437167cb1bba860f347392f89d04b6cf,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_013.lock.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,1139,2026-07-06T01:41:12.033510-07:00,ef0e1cbab77fae443855c94b485f4ff386564a447b3389157ac17a9fe4f9a9fc,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_013.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,811,2026-07-06T01:28:15.146658-07:00,8feb266fcda08d6ed5917b3c3cecbb7e21bc7af5dc7d0f3e726a52da59076d78,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_014.lock.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,1139,2026-07-06T01:41:12.033535-07:00,056679368d9673ee21209b6737e3c6830d2c01400e712ab66ed7c7d796dcc240,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_014.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,789,2026-07-06T01:28:15.148148-07:00,f7129ef9d87bf6acd47d61d47a4911a5a8c37fdfebae25faaf65c066d0147dfe,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_manifest_registry.csv,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,2191,2026-07-06T01:28:15.149064-07:00,32acc923fe5262626220b121d74c9f12041132159ae73589c46da5052ac3309b,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/02_batch_briefs/batch_plan.yaml,target_workspace,existing_target_file,scratch,pre-existing batch brief or lock scaffold; not backed by current W7 contract lock,586,2026-07-06T00:08:58.632783-07:00,c31dc6dc9e2bc15f526a165f5af6724e00fe4d58c358cb25ef096a87abf25edf,quarantine_or_regenerate_after_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/03_raw_drafts/.gitkeep,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,14,2026-07-06T00:08:58.632783-07:00,b98a1836a8a5a71fe8943cdbeac027098ab5d765b6ffe4b37f91f52bd592f5f4,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/04_aligned_candidates/.gitkeep,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,14,2026-07-06T00:08:58.632783-07:00,b98a1836a8a5a71fe8943cdbeac027098ab5d765b6ffe4b37f91f52bd592f5f4,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/05_rich_body_blocks/.gitkeep,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,14,2026-07-06T00:08:58.632783-07:00,b98a1836a8a5a71fe8943cdbeac027098ab5d765b6ffe4b37f91f52bd592f5f4,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/06_relations/.gitkeep,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,14,2026-07-06T00:08:58.632783-07:00,b98a1836a8a5a71fe8943cdbeac027098ab5d765b6ffe4b37f91f52bd592f5f4,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/08_outbox/.gitkeep,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,14,2026-07-06T00:08:58.632783-07:00,b98a1836a8a5a71fe8943cdbeac027098ab5d765b6ffe4b37f91f52bd592f5f4,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/09_serving_specs/.gitkeep,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,14,2026-07-06T00:08:58.632783-07:00,b98a1836a8a5a71fe8943cdbeac027098ab5d765b6ffe4b37f91f52bd592f5f4,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/10_gold_hooks/.gitkeep,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,14,2026-07-06T00:08:58.632783-07:00,b98a1836a8a5a71fe8943cdbeac027098ab5d765b6ffe4b37f91f52bd592f5f4,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/after_bulk_delete_manifest.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",27487,2026-07-06T02:55:26.526234-07:00,002f5489390ecbfcf6049bd3969365afb30159ad26f46d48cff79ab61809f068,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/before_bulk_delete_manifest.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",37947,2026-07-06T02:39:51.604055-07:00,e75fe260002d6df17df6c4773aea679a7133716a86543268304eab3a851ec489,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/bulk_3600_delete_auditor_fix_deprecate_receipt.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",5130,2026-07-06T02:57:50.642349-07:00,6ef7dc82447a6d6a009b54361c88b58e2fe2ad9fa967fb68558431c57eaec9d6,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/bulk_3600_delete_auditor_fix_deprecate_report.md,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",7940,2026-07-06T02:57:21.565210-07:00,0da29f4b880ccfb6aba14bff451034ec1de9bfaa03e49ad9c63de5d1e9cc56a0,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gates/check_capability_routing_composability.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",116,2026-07-06T02:54:37.885811-07:00,85ded0e2aa2a1eed6ea86bf9806542ce182170db1742e51168b95b8701cd8191,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gates/check_declared_semantics_alignment.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",112,2026-07-06T02:54:37.710085-07:00,568c382519c894ff7c7e69e1b85f1460722ff480817c637ea913d217a0298a20,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gates/check_gold_hooks_as_release_input.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",111,2026-07-06T02:54:37.966188-07:00,38f5b929ae007292b81358c722322491ca6ddd08e5b4ee0bb4ca6db70bf51946,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gates/check_hard_claim_and_brand_fact_leak.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",114,2026-07-06T02:54:37.756873-07:00,b3b1de4ce4ae26f2187866f538ac2742953a77a648ba66da31234a9753eb1e9d,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gates/check_no_readiness_leak.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",102,2026-07-06T02:54:37.626882-07:00,516382d980da3a206f433f8e041b56ffccb692be11717eee5e4e4a4e17f3c7bb,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gates/check_rich_body_structure_consistency.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",115,2026-07-06T02:54:37.798016-07:00,8c96bba254ec08ab0f62c06faf3a86dd212cfdd00db7d66916ff58179a5d2bc6,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gates/check_semantic_fingerprint_dedupe.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",111,2026-07-06T02:54:37.841182-07:00,c55c937499a3dc20a8c7c4b2c932b0342c4616703cef1af244a50ea1fcd20015,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gates/check_serving_spec_no_passage_text.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",112,2026-07-06T02:54:37.925029-07:00,b2188ed67aadc9a2736c2ab266aa9a2c9cb593a15518fde954b5c0fedb5b84bb,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gates/check_source_anchor_coverage.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",106,2026-07-06T02:54:37.669711-07:00,6046be893fbd96f03c0a38e2f603badc4354f98f18a654190445fecbd9d69f44,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gkb_intake_gate_summary.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",7183,2026-07-06T02:54:37.971486-07:00,ddecc8543af509048d22e3b9567982d0ea93e323f58647d6db190266124c0c1f,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gkb_intake_pilot_readiness_closure_receipt.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",1632,2026-07-06T00:57:10.320496-07:00,9d7e59a93f2e1ce8894bcffbb18f58415ea2d9c2953291ed87f482ac102bd1be,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gkb_intake_pilot_readiness_closure_report.md,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",3362,2026-07-06T00:57:10.320496-07:00,874d368cfa135aae05f7910631012610e4796c5b8ae2d56ca696a33e240df24a,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gkb_intake_pilot_readiness_report.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",1161,2026-07-06T00:56:11.959130-07:00,7842bd35281093c77161e56b751c9092a30b3621728bf148d8c4023bb486b237,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gkb_intake_pilot_readiness_report.md,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",845,2026-07-06T00:56:11.959176-07:00,79b124e6466565d3b10b473e910d2e42a11f1e083d72767e1c04cd10ed9adf22,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gkb_intake_real_local_tools_upgrade_receipt.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",2532,2026-07-06T00:28:24.418540-07:00,1309ab184a0677eab58804fa513851ab3d927253d78044a79fd43fc05e07445f,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gkb_intake_real_local_tools_upgrade_report.md,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",4062,2026-07-06T00:28:24.414540-07:00,da02c094f989fc09f5a8e01db7f71cf96c05e60242bae032108b590b4e20ec2d,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gkb_intake_real_tools_manifest.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",8301,2026-07-06T01:42:13.528083-07:00,f8f1904e1351f77448b35404ccc5d5038652214162e5f81c9761a090658e3362,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gkb_intake_runner_batch_000_report.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",379,2026-07-06T00:56:12.538834-07:00,e11f762013d22aee8c34f6de9e28ce22fbbe604d0ce41a04389a3f11d4412cd4,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gkb_intake_runner_batch_001_report.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",379,2026-07-06T00:56:12.639456-07:00,d6701a94b1ada96008293b7a30c64df8353f28a36d732d76f246d983c101a721,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gkb_intake_runner_report.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",379,2026-07-06T00:26:57.631513-07:00,e11f762013d22aee8c34f6de9e28ce22fbbe604d0ce41a04389a3f11d4412cd4,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/gkb_intake_validation_report.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",79,2026-07-06T01:45:37.056463-07:00,7d425fcb78d8f40c57a08aa4a5441638f6701ac0c238abb9e83678c92e697f22,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/scaffold_receipt.json,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",9128,2026-07-06T00:15:42.550043-07:00,f8237373d80cb1b1386c5a225a3bdd10163bf6ff7e520fbf3c26ea86af2a50bd,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/11_reports/scaffold_validation_report.md,target_workspace,existing_target_file,provenance_only,"prior scaffold/gate report; useful as workspace history, not generation input",3278,2026-07-06T00:15:42.550043-07:00,773f792826497f547c251bdf3db59cff45e78d8a3d0f3a80ef80259c763a215d,archive_or_retain_as_reports,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/12_ledger/bulk_generation_deleted_manifest.yaml,target_workspace,existing_target_file,cleanup_candidate,bulk deletion/deprecation ledger from prior run; not part of W7 canonical inputs,7420,2026-07-06T02:40:59.855258-07:00,c474cba488e045b5158f45949c5b8e1496986a85ce06879e4d998d6f591a3633,archive_or_quarantine_before_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/12_ledger/bulk_generation_deleted_manifest_supplement.yaml,target_workspace,existing_target_file,cleanup_candidate,bulk deletion/deprecation ledger from prior run; not part of W7 canonical inputs,5114,2026-07-06T02:54:19.085322-07:00,b7180038fd55018243b340212bca7078d99761ad18373da2f58d19334cab23c8,archive_or_quarantine_before_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/12_ledger/bulk_generation_deprecation_ledger.yaml,target_workspace,existing_target_file,cleanup_candidate,bulk deletion/deprecation ledger from prior run; not part of W7 canonical inputs,1225,2026-07-06T02:43:28.196758-07:00,0d886137b0a101806ad7f62efef9d40b2f7c7ac4f2319ce9e607a3bf14543dbb,archive_or_quarantine_before_contract_lock,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/12_ledger/bulk_generator_delete_ledger.yaml,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,235,2026-07-06T02:41:13.006884-07:00,ef330323b847851cd9c7d498f4383d1ac02d65599c46c6289812e45fdd8cc7f2,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/12_ledger/decision_packet_ledger.yaml,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,333,2026-07-06T00:08:58.632783-07:00,bafa10efc7f3c18d41bc6ec776fb58da776b561e2bac688f8ad7654535f5d835,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/12_ledger/failure_ledger.yaml,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,317,2026-07-06T00:08:58.632783-07:00,87f35c4433b52b501299afd21b1fd44a3a3245a24f6d48a9180b83d2f0c5abbf,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/12_ledger/human_decision_required.yaml,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,323,2026-07-06T00:08:58.632783-07:00,6ea75a1909b5b24551031c1def8c62ca337cff02026789b01d303180ac1db083,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/12_ledger/review_queue.csv,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,105,2026-07-06T00:08:58.632783-07:00,1374fc0174a94ac49922ca92138be50ec9385b30fd0d06832126974932428464,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/12_ledger/source_gap_ledger.yaml,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,323,2026-07-06T00:08:58.632783-07:00,39bdaac81763fe919c8df6c1fc12b08099495527914f30c20c4c2f589a8f562e,review during migration,normal
/home/diyu/笛语领域通用数据库/knowledge_intake/gpt55_gkb_enrichment_v1/AGENTS.md,target_workspace,existing_target_file,canonical_optional,governance instruction file,3345,2026-07-05T23:51:37.235523-07:00,2e977ad78999152e398ec4816a7f6a0d7d77f5a07128ccf705a79b70d0deccc0,retain and reconcile with new workspace README/status manifest,normal
/home/diyu/笛语领域通用数据库/tools/gkb_intake/README.md,target_workspace,existing_target_file,canonical_optional,local checker/tool scaffold that may help post-migration validation,922,2026-07-06T00:56:00.480439-07:00,ee542deca6ae38b9afef225db2e7b3aa0e396128faf2cc76609335909601e68c,retain if aligned with adopted workspace contract,normal
/home/diyu/笛语领域通用数据库/tools/gkb_intake/__pycache__/audit_gkb_3600_content_snapshot.cpython-310.pyc,target_workspace,existing_target_file,cleanup_candidate,generated Python cache; exclude from canonical migration,20749,2026-07-06T02:43:17.536418-07:00,82fd5db8c6d1978d65506a0883b8aee8f0716ee5f9522dea445de90eecc2c517,do_not_migrate; may delete only after human approval,normal
/home/diyu/笛语领域通用数据库/tools/gkb_intake/audit_gkb_3600_content_snapshot.py,target_workspace,existing_target_file,canonical_optional,local checker/tool scaffold that may help post-migration validation,27746,2026-07-06T02:42:17.693779-07:00,1c088f654bd8ce856261b4e10c9194f41e025f9eb065e2753561bb9172beae0d,retain if aligned with adopted workspace contract,normal
/home/diyu/笛语领域通用数据库/tools/gkb_intake/audit_gkb_intake_effectiveness.py,target_workspace,existing_target_file,canonical_optional,local checker/tool scaffold that may help post-migration validation,32,2026-07-06T01:21:24.016062-07:00,8503907bb6855ad2bb73c26b7a52b7822c462a930a5875d1c69f63a5367d33f7,retain if aligned with adopted workspace contract,normal
/home/diyu/笛语领域通用数据库/tools/gkb_intake/audit_pilot_readiness.py,target_workspace,existing_target_file,canonical_optional,local checker/tool scaffold that may help post-migration validation,9331,2026-07-06T00:55:51.884425-07:00,4534b695a5b48b5617e663033c5116d175b5a8d97d8a406c0641e55757516ab2,retain if aligned with adopted workspace contract,normal
/home/diyu/笛语领域通用数据库/tools/gkb_intake/build_reports.py,target_workspace,existing_target_file,canonical_optional,local checker/tool scaffold that may help post-migration validation,2652,2026-07-06T00:25:43.450537-07:00,3d8d89d216552ec39c920e282d63b27a5cab260c2a1c3e53c12723542ebb4669,retain if aligned with adopted workspace contract,normal
/home/diyu/笛语领域通用数据库/tools/gkb_intake/run_batch.py,target_workspace,existing_target_file,canonical_optional,local checker/tool scaffold that may help post-migration validation,4550,2026-07-06T00:25:43.446537-07:00,8cc1fecd2086c92720f35a0c308866afccc18b0890aead2c015fad904fbbf9ea,retain if aligned with adopted workspace contract,normal
/home/diyu/笛语领域通用数据库/tools/gkb_intake/run_gates.py,target_workspace,existing_target_file,canonical_optional,local checker/tool scaffold that may help post-migration validation,3443,2026-07-06T00:25:43.442537-07:00,7a41480759700ca3b55128a512edcd92a9636ab69ba45ca0dcb0b5f8dc0c0828,retain if aligned with adopted workspace contract,normal
/home/diyu/笛语领域通用数据库/tools/gkb_intake/validate_batch.py,target_workspace,existing_target_file,canonical_optional,local checker/tool scaffold that may help post-migration validation,11308,2026-07-06T00:55:51.884425-07:00,92986b61bbb96da590a44bca0c4f7d50e65b599035a5ee9107aee2b44de53b30,retain if aligned with adopted workspace contract,normal
/home/diyu/笛语领域通用数据库/tools.txt,target_workspace,existing_target_file,provenance_only,existing target file outside required W7 input set,1117,2026-07-05T23:53:30.765701-07:00,03f137c74b25dedd1e117551f4a9b89cbc53e31f02de562ddb7d534c3fc392e6,review during migration,normal
/home/diyu/笛语领域通用数据库/落盘总方案.txt,target_workspace,existing_target_file,canonical_optional,general landing plan already copied into target; verify authority before contract lock,59044,2026-07-05T23:14:41.871470-07:00,3645c889c7452b6a91bbe7d8a71a70f1464164f89a622c38810ca786827336d1,"retain as reference, not direct generation input",normal
/tmp/codex-ipc/deep_research_w7_master_map_001/shared_knowledge_cluster_registry.yaml,temp_w7_master_map,W7_split_or_manifest,canonical_required,W7 split/check artifact required before contract lock,63370,2026-07-06T09:15:59.911815-07:00,a3efeaded4e5b06a54fa12c5b802f5a295df8bd94b9a1f2e02e8f32976c3daf0,migrate_to_00_source_inputs/w7_master_map/,normal
/tmp/codex-ipc/deep_research_w7_master_map_001/cluster_ownership_arbitration_matrix.csv,temp_w7_master_map,W7_split_or_manifest,canonical_required,W7 split/check artifact required before contract lock,14761,2026-07-06T09:15:59.911955-07:00,615f0ae2314a25f875369c82d9feba96fc25626d4c2e7c1c54ed796f4ee4434e,migrate_to_00_source_inputs/w7_master_map/,normal
/tmp/codex-ipc/deep_research_w7_master_map_001/capability_to_cluster_crosswalk.csv,temp_w7_master_map,W7_split_or_manifest,canonical_required,W7 split/check artifact required before contract lock,3880,2026-07-06T09:15:59.912002-07:00,49653c980a48745e698f5f4283837d1aed756ffc91ac8e2945b543d20db40f48,migrate_to_00_source_inputs/w7_master_map/,normal
/tmp/codex-ipc/deep_research_w7_master_map_001/batch_to_cluster_crosswalk.csv,temp_w7_master_map,W7_split_or_manifest,canonical_required,W7 split/check artifact required before contract lock,5379,2026-07-06T09:15:59.912028-07:00,f0af122acf929f8ed0b856d8a60b60b3054545aeca63a3798b8bafae7b184f1a,migrate_to_00_source_inputs/w7_master_map/,normal
/tmp/codex-ipc/deep_research_w7_master_map_001/master_knowledge_map.yaml,temp_w7_master_map,W7_split_or_manifest,canonical_required,W7 split/check artifact required before contract lock,10006,2026-07-06T09:15:59.912074-07:00,ede56a353eba1428755d071f8da512a1bb3e7fe71918f7ad37b57ac16e9eb789,migrate_to_00_source_inputs/w7_master_map/,normal
/tmp/codex-ipc/deep_research_w7_master_map_001/generation_assignment_plan.yaml,temp_w7_master_map,W7_split_or_manifest,canonical_required,W7 split/check artifact required before contract lock,7339,2026-07-06T09:15:59.912115-07:00,afa70abbf4664ed8973c62c233c217c2f9b353a29324700636400952ce641d70,migrate_to_00_source_inputs/w7_master_map/,normal
/tmp/codex-ipc/deep_research_w7_master_map_001/unresolved_decision_ledger.yaml,temp_w7_master_map,W7_split_or_manifest,canonical_required,W7 split/check artifact required before contract lock,7544,2026-07-06T09:15:59.912169-07:00,ef37e4fc3475a3da437b17c4015e10cfec5c58e941990f47284d75f2f56fbfe1,migrate_to_00_source_inputs/w7_master_map/,normal
