relation_id,from_object,to_object,relation_type,canonical_cluster_id,generation_assignment_id,ontology_edge_created,formal_ontology_edge_allowed,relation_status,human_review_required
SCM120-A064-REL-01,可观察品质线索（罗纹收口/肩部拼接/线迹）,可见证据 proof_type,routed_to_proof_type,mkc_028,SCM120-A064,false,false,design_hint_not_ontology_edge,true
SCM120-A064-REL-02,高级羊绒/含毛量/等级/认证声称,检测报告与出具方（更高证据阶梯）,escalated_to_evidence_tier,mkc_028,SCM120-A064,false,false,design_hint_not_ontology_edge,true
SCM120-A064-REL-03,耐穿整体保证,局部观察（仅此处平整）,downgraded_scope,mkc_028,SCM120-A064,false,false,design_hint_not_ontology_edge,true
SCM120-A065-REL-01,可观察品质线索,局部品质描述,supports_only_local,mkc_028,SCM120-A065,false,false,design_hint_not_ontology_edge,true
SCM120-A065-REL-02,认证/标准/等级声称,更高证据凭据,routes_to_higher_proof,mkc_028,SCM120-A065,false,false,design_hint_not_ontology_edge,true
SCM120-A065-REL-03,耐穿/显瘦/高级硬结论,命名事实槽位,downgraded_and_held,mkc_028,SCM120-A065,false,false,design_hint_not_ontology_edge,true
SCM120-A066-REL-01,裤脚收口/内缝线迹/后袋拼接的可观察品质线索,仅限局部的品质描述,supports_only_local,mkc_028,SCM120-A066,false,false,design_hint_not_ontology_edge,true
SCM120-A066-REL-02,掉色/色牢度/原色牛仔认证声称,待补证据命名槽位(source gap),routed_to,mkc_028,SCM120-A066,false,false,design_hint_not_ontology_edge,true
SCM120-A066-REL-03,耐穿/显腿长整体硬结论,缺官方来源与检测背书,blocked_by,mkc_028,SCM120-A066,false,false,design_hint_not_ontology_edge,true
SCM120-A067-REL-01,可拍摄对象,近景,细节落点承载,mkc_029,SCM120-A067,false,false,design_hint_not_ontology_edge,true
SCM120-A067-REL-02,画面层级,镜头线索,景别顺序引导,mkc_029,SCM120-A067,false,false,design_hint_not_ontology_edge,true
SCM120-A067-REL-03,无源硬结论,证据槽位,降级挂待补,mkc_029,SCM120-A067,false,false,design_hint_not_ontology_edge,true
SCM120-A068-REL-01,远中近画面层级,工艺细节的逐层交代,enables,mkc_029,SCM120-A068,false,false,design_hint_not_ontology_edge,true
SCM120-A068-REL-02,可拍摄对象与对象线索,非硬广的产品可信度,supports,mkc_029,SCM120-A068,false,false,design_hint_not_ontology_edge,true
SCM120-A068-REL-03,镜头能证明的边界,不可见性能的硬结论,restricts,mkc_029,SCM120-A068,false,false,design_hint_not_ontology_edge,true
SCM120-A069-REL-01,米色针织开衫近景,罗纹回弹与包缝对象线索,captured_as_evidence,mkc_029,SCM120-A069,false,false,design_hint_not_ontology_edge,true
SCM120-A069-REL-02,保暖/不起球/耐穿硬结论,可观察描述或缺来源槽位,routed_to_when_unshootable,mkc_029,SCM120-A069,false,false,design_hint_not_ontology_edge,true
SCM120-A069-REL-03,性能承诺旁白,观察语言,rewritten_into,mkc_029,SCM120-A069,false,false,design_hint_not_ontology_edge,true
SCM120-A070-REL-01,Look 拆解观察骨架,观察节点,拆解产出,mkc_030,SCM120-A070,false,false,design_hint_not_ontology_edge,true
SCM120-A070-REL-02,主体,陪体,主次衬托,mkc_030,SCM120-A070,false,false,design_hint_not_ontology_edge,true
SCM120-A070-REL-03,轮廓,成组陈列,视线接力,mkc_030,SCM120-A070,false,false,design_hint_not_ontology_edge,true
SCM120-A071-REL-01,前景层的围巾与风衣下摆,主体位的主推单品,引导视线进入主体,mkc_030,SCM120-A071,false,false,design_hint_not_ontology_edge,true
SCM120-A071-REL-02,陪体位的叠穿针织与乐福鞋,主体位的主推单品,衬托突出主体,mkc_030,SCM120-A071,false,false,design_hint_not_ontology_edge,true
SCM120-A071-REL-03,轮廓/层次/搭配位命名,穿着者身材结论,命名边界禁止引申,mkc_030,SCM120-A071,false,false,design_hint_not_ontology_edge,true
SCM120-A072-REL-01,主体,陪体,画面主次衬托,mkc_030,SCM120-A072,false,false,design_hint_not_ontology_edge,true
SCM120-A072-REL-02,前景,主体,纵深前压,mkc_030,SCM120-A072,false,false,design_hint_not_ontology_edge,true
SCM120-A072-REL-03,搭配位,层次,叠压顺序定义,mkc_030,SCM120-A072,false,false,design_hint_not_ontology_edge,true
SCM120-A073-REL-01,主题词,色彩组,determines_tone_of,mkc_031,SCM120-A073,false,false,design_hint_not_ontology_edge,true
SCM120-A073-REL-02,主色/辅色/点缀色的观察顺序,Look 结构,organizes_into,mkc_031,SCM120-A073,false,false,design_hint_not_ontology_edge,true
SCM120-A073-REL-03,色彩故事,Look 结构,ties_back_to,mkc_031,SCM120-A073,false,false,design_hint_not_ontology_edge,true
SCM120-A074-REL-01,主题词,色彩组,定调锚点,mkc_031,SCM120-A074,false,false,design_hint_not_ontology_edge,true
SCM120-A074-REL-02,主色,点缀色,观察顺序先后,mkc_031,SCM120-A074,false,false,design_hint_not_ontology_edge,true
SCM120-A074-REL-03,色彩故事,Look结构,回扣对应,mkc_031,SCM120-A074,false,false,design_hint_not_ontology_edge,true
SCM120-A075-REL-01,主题词,色彩组,定调约束色彩组的选取,mkc_031,SCM120-A075,false,false,design_hint_not_ontology_edge,true
SCM120-A075-REL-02,色彩故事,Look 结构,回扣并映射到面积与高度,mkc_031,SCM120-A075,false,false,design_hint_not_ontology_edge,true
SCM120-A075-REL-03,耐穿/显瘦/高档硬结论,证据事实槽位,无源时降级为可观察描述或挂待补,mkc_031,SCM120-A075,false,false,design_hint_not_ontology_edge,true
SCM120-A076-REL-01,入口区,远景,区位配景别,mkc_032,SCM120-A076,false,false,design_hint_not_ontology_edge,true
SCM120-A076-REL-02,中岛,中景搭配组,区位配镜头,mkc_032,SCM120-A076,false,false,design_hint_not_ontology_edge,true
SCM120-A076-REL-03,端架,近景单品细节,区位配镜头,mkc_032,SCM120-A076,false,false,design_hint_not_ontology_edge,true
SCM120-A077-REL-01,入口区,远景,区位映射镜头景别,mkc_032,SCM120-A077,false,false,design_hint_not_ontology_edge,true
SCM120-A077-REL-02,端架,端架重点单品,区位承载重点单品,mkc_032,SCM120-A077,false,false,design_hint_not_ontology_edge,true
SCM120-A077-REL-03,从区位到镜头的最小映射,拍摄参考底稿,成熟度降级为中间产物,mkc_032,SCM120-A077,false,false,design_hint_not_ontology_edge,true
SCM120-A078-REL-01,从区位到镜头的最小映射,拍摄参考编排素材（中间产物）,classified_as,mkc_032,SCM120-A078,false,false,design_hint_not_ontology_edge,true
SCM120-A078-REL-02,硬结论（显瘦/耐穿/高级）,待补证据槽或可观察描述,routed_to_when_unsourced,mkc_032,SCM120-A078,false,false,design_hint_not_ontology_edge,true
SCM120-A078-REL-03,真实门店位置/动线/在售商品事实,撤下并留成门店现场事实槽,must_be_removed_or_slotted,mkc_032,SCM120-A078,false,false,design_hint_not_ontology_edge,true
SCM120-A079-REL-01,整理动作,结束标志,需标注收尾,mkc_033,SCM120-A079,false,false,design_hint_not_ontology_edge,true
SCM120-A079-REL-02,讲解动作,递示动作,连成一组编排,mkc_033,SCM120-A079,false,false,design_hint_not_ontology_edge,true
SCM120-A079-REL-03,动作对象,场景道具,最小关系绑定,mkc_033,SCM120-A079,false,false,design_hint_not_ontology_edge,true
SCM120-A080-REL-01,开场准备类动作,整理/比对/讲解/递示等一般化动作,切片序列衔接,mkc_033,SCM120-A080,false,false,design_hint_not_ontology_edge,true
SCM120-A080-REL-02,动作前提与结束标志,有头有尾的干净片段,切片起止界定,mkc_033,SCM120-A080,false,false,design_hint_not_ontology_edge,true
SCM120-A080-REL-03,动作对象,场景道具,动作与场景道具的最小关系,mkc_033,SCM120-A080,false,false,design_hint_not_ontology_edge,true
SCM120-A081-REL-01,开场准备类动作,结束标志,动作需有明确前提与起止,mkc_033,SCM120-A081,false,false,design_hint_not_ontology_edge,true
SCM120-A081-REL-02,比对,绒面/府绸材质细节,镜头贴近放大差别,mkc_033,SCM120-A081,false,false,design_hint_not_ontology_edge,true
SCM120-A081-REL-03,真实店员可识别信息,待补来源槽位,隐私红线降级挂起,mkc_033,SCM120-A081,false,false,design_hint_not_ontology_edge,true
SCM120-A082-REL-01,动作起点（平铺敞开的衬衫）,改后收腰立体,before_after对照,mkc_034,SCM120-A082,false,false,design_hint_not_ontology_edge,true
SCM120-A082-REL-02,每个动作段,解释槽位,动作挂一句解释,mkc_034,SCM120-A082,false,false,design_hint_not_ontology_edge,true
SCM120-A082-REL-03,起承转合四段,可发布改型示范,分段编排产出内容,mkc_034,SCM120-A082,false,false,design_hint_not_ontology_edge,true
SCM120-A083-REL-01,动作段,动作对应的解释槽位,has_explanation_slot,mkc_034,SCM120-A083,false,false,design_hint_not_ontology_edge,true
SCM120-A083-REL-02,可反复套用的示范骨架,对外发布成片,requires_content_finalization_before,mkc_034,SCM120-A083,false,false,design_hint_not_ontology_edge,true
SCM120-A083-REL-03,最终落地,现场实拍事实槽位,depends_on_scene_slot,mkc_034,SCM120-A083,false,false,design_hint_not_ontology_edge,true
SCM120-A084-REL-01,动作起点,解释槽位,触发配文,mkc_034,SCM120-A084,false,false,design_hint_not_ontology_edge,true
SCM120-A084-REL-02,动作镜头起承转合,镜头跟随,组织运镜,mkc_034,SCM120-A084,false,false,design_hint_not_ontology_edge,true
SCM120-A084-REL-03,完成判断,商品事实槽位,落地待补,mkc_034,SCM120-A084,false,false,design_hint_not_ontology_edge,true
SCM120-A085-REL-01,门店日常内容化风险红线,隐私与实例事实边界,以其为核心红线,mkc_035,SCM120-A085,false,false,design_hint_not_ontology_edge,true
SCM120-A085-REL-02,真实顾客可识别实例事实,一般化角色,必须被替换为,mkc_035,SCM120-A085,false,false,design_hint_not_ontology_edge,true
SCM120-A085-REL-03,无核实来源的经营表现与顾客反馈,授权不明素材搁置或显式槽位,降级路由为,mkc_035,SCM120-A085,false,false,design_hint_not_ontology_edge,true
SCM120-A086-REL-01,真实顾客实例事实,一般化角色表达,改写降级为,mkc_035,SCM120-A086,false,false,design_hint_not_ontology_edge,true
SCM120-A086-REL-02,无源经营表现与顾客反馈,待补证据槽位,降级挂待补,mkc_035,SCM120-A086,false,false,design_hint_not_ontology_edge,true
SCM120-A086-REL-03,通用陈列拍摄方法,门店/商品/镜头现场事实槽位,最终落地依赖,mkc_035,SCM120-A086,false,false,design_hint_not_ontology_edge,true
SCM120-A087-REL-01,真实客人试穿画面,一般化角色出镜,改写降敏为,mkc_035,SCM120-A087,false,false,design_hint_not_ontology_edge,true
SCM120-A087-REL-02,授权不明素材,搁置待补槽位,停手路由到,mkc_035,SCM120-A087,false,false,design_hint_not_ontology_edge,true
SCM120-A087-REL-03,通用搭配方法画面,门店/商品/镜头现场事实槽位,落地时补齐,mkc_035,SCM120-A087,false,false,design_hint_not_ontology_edge,true
SCM120-A088-REL-01,陈列前检查,实施,上一节点的节点输出成为下一节点的节点输入,mkc_036,SCM120-A088,false,false,design_hint_not_ontology_edge,true
SCM120-A088-REL-02,实施,复核,按节点之间的依赖顺序推进,mkc_036,SCM120-A088,false,false,design_hint_not_ontology_edge,true
SCM120-A088-REL-03,复核,完成标志,绕墙挑不出毛病即产出完成标志,mkc_036,SCM120-A088,false,false,design_hint_not_ontology_edge,true
SCM120-A089-REL-01,陈列动作 SOP 节点框架,陈列前检查,has_node,mkc_036,SCM120-A089,false,false,design_hint_not_ontology_edge,true
SCM120-A089-REL-02,陈列前检查,实施,output_feeds_input,mkc_036,SCM120-A089,false,false,design_hint_not_ontology_edge,true
SCM120-A089-REL-03,实施,复核,output_feeds_input,mkc_036,SCM120-A089,false,false,design_hint_not_ontology_edge,true
SCM120-A090-REL-01,陈列前检查的节点输出,实施节点输入,前置产物依赖(must-precede),mkc_036,SCM120-A090,false,false,design_hint_not_ontology_edge,true
SCM120-A090-REL-02,门店/商品/镜头现场事实,实施落地,现场事实填槽(fills-slot-for),mkc_036,SCM120-A090,false,false,design_hint_not_ontology_edge,true
SCM120-A090-REL-03,节点可见化表达,复核完成标志,状态可见化支撑(makes-visible),mkc_036,SCM120-A090,false,false,design_hint_not_ontology_edge,true
SCM120-A091-REL-01,零售角色,动作权限,动作受权限约束,mkc_037,SCM120-A091,false,false,design_hint_not_ontology_edge,true
SCM120-A091-REL-02,加盟/授权信息,一般化授权表面,泛化改写为,mkc_037,SCM120-A091,false,false,design_hint_not_ontology_edge,true
SCM120-A091-REL-03,制度事实,正文内容,禁止原样进入,mkc_037,SCM120-A091,false,false,design_hint_not_ontology_edge,true
SCM120-A092-REL-01,零售角色,动作权限,scopes,mkc_037,SCM120-A092,false,false,design_hint_not_ontology_edge,true
SCM120-A092-REL-02,加盟边界,加盟/授权信息的泛化改写条件,requires,mkc_037,SCM120-A092,false,false,design_hint_not_ontology_edge,true
SCM120-A092-REL-03,制度事实,缺来源挂起待补槽位,routes_to,mkc_037,SCM120-A092,false,false,design_hint_not_ontology_edge,true
SCM120-A093-REL-01,零售角色,动作权限,决定谁能动橱窗哪一层,mkc_037,SCM120-A093,false,false,design_hint_not_ontology_edge,true
SCM120-A093-REL-02,加盟边界,制度事实待补槽位,无源时降级挂待补,mkc_037,SCM120-A093,false,false,design_hint_not_ontology_edge,true
SCM120-A093-REL-03,一般化授权表面,本店具体授权事实,可复述层与不可写层的切开,mkc_037,SCM120-A093,false,false,design_hint_not_ontology_edge,true
SCM120-A094-REL-01,节点缺失（到货颜色/系列未与仓库单对齐）,回退到能给准信的上一环节,triggers_local_fallback,mkc_038,SCM120-A094,false,false,design_hint_not_ontology_edge,true
SCM120-A094-REL-02,无凭据卖点主张（显瘦）,安全替代表达,downgrades_to,mkc_038,SCM120-A094,false,false,design_hint_not_ontology_edge,true
SCM120-A094-REL-03,授权不明主张（本店首发）,上级确认（授权事实槽）,routes_to_decision,mkc_038,SCM120-A094,false,false,design_hint_not_ontology_edge,true
SCM120-A095-REL-01,缺数据支撑的耐用性硬话,摁住该句并留清所缺凭证的挂起处理,routes_to,mkc_038,SCM120-A095,false,false,design_hint_not_ontology_edge,true
SCM120-A095-REL-02,上身核对环节被跳过,退回到能补齐核对的最近节点,triggers_rollback_to,mkc_038,SCM120-A095,false,false,design_hint_not_ontology_edge,true
SCM120-A095-REL-03,到货类实例异常,异常项记录（三行最小记录格式）,recorded_as,mkc_038,SCM120-A095,false,false,design_hint_not_ontology_edge,true
SCM120-A096-REL-01,缺证据的硬承诺,安全替代表达,downgraded_to,mkc_038,SCM120-A096,false,false,design_hint_not_ontology_edge,true
SCM120-A096-REL-02,节点缺失,节点缺失时的回退,triggers,mkc_038,SCM120-A096,false,false,design_hint_not_ontology_edge,true
SCM120-A096-REL-03,真实经营异常的具体数据,异常项记录,recorded_as_instead_of_body_rule,mkc_038,SCM120-A096,false,false,design_hint_not_ontology_edge,true
SCM120-A097-REL-01,角色功能命名方式,产品在镜头中的首出现位置,drives,mkc_039,SCM120-A097,false,false,design_hint_not_ontology_edge,true
SCM120-A097-REL-02,叙事角色-过渡项,搭配重心,constrains,mkc_039,SCM120-A097,false,false,design_hint_not_ontology_edge,true
SCM120-A097-REL-03,产品与场景任务的绑定方式,细节作证-门襟领口面料纹理,grounded_by,mkc_039,SCM120-A097,false,false,design_hint_not_ontology_edge,true
SCM120-A098-REL-01,角色功能命名方式,产品在镜头中的首出现位置,决定,mkc_039,SCM120-A098,false,false,design_hint_not_ontology_edge,true
SCM120-A098-REL-02,搭配重心,层次变化,牵引,mkc_039,SCM120-A098,false,false,design_hint_not_ontology_edge,true
SCM120-A098-REL-03,面料纹理,角色叙事证据,支撑,mkc_039,SCM120-A098,false,false,design_hint_not_ontology_edge,true
SCM120-A099-REL-01,燕麦色风衣,傍晚离楼的场景任务,承担角色(解决项),mkc_039,SCM120-A099,false,false,design_hint_not_ontology_edge,true
SCM120-A099-REL-02,产品在镜头中的首出现位置,谁需要它的观众记忆,绑定,mkc_039,SCM120-A099,false,false,design_hint_not_ontology_edge,true
SCM120-A099-REL-03,过渡项-解决项-对比项的轮换,叙事节奏与情绪温度,推动,mkc_039,SCM120-A099,false,false,design_hint_not_ontology_edge,true
SCM120-A100-REL-01,CTA 的前置教育条件,叙事到 CTA 的非硬卖边界,precondition_of,mkc_040,SCM120-A100,false,false,design_hint_not_ontology_edge,true
SCM120-A100-REL-02,叙事到 CTA 的非硬卖边界,CTA 与商品事实的隔离,requires,mkc_040,SCM120-A100,false,false,design_hint_not_ontology_edge,true
SCM120-A100-REL-03,CTA 与陈列/场景的连接点,陈列主次,depends_on,mkc_040,SCM120-A100,false,false,design_hint_not_ontology_edge,true
SCM120-A101-REL-01,结尾忍不住加点它带走同款的硬催,删掉，那把人从场景拽进收银台,设计提示,mkc_040,SCM120-A101,false,false,design_hint_not_ontology_edge,true
SCM120-A101-REL-02,收尾不许替效果打包票,前面没铺够就绝不硬收硬催,设计提示,mkc_040,SCM120-A101,false,false,design_hint_not_ontology_edge,true
SCM120-A102-REL-01,CTA邀请（收尾行动引导）,未经证实的效果承诺,must_not_carry,mkc_040,SCM120-A102,false,false,design_hint_not_ontology_edge,true
SCM120-A102-REL-02,具体活动与商品事实（实例信息）,以店里当天为准的留槽,routed_to_slot,mkc_040,SCM120-A102,false,false,design_hint_not_ontology_edge,true
SCM120-A102-REL-03,硬结论（耐穿/显瘦）,可当场查验的构造描述,downgraded_to,mkc_040,SCM120-A102,false,false,design_hint_not_ontology_edge,true
SCM120-A103-REL-01,产品生命周期角色窗口,阶段抽象命名,先命名阶段再组织叙事,mkc_041,SCM120-A103,false,false,design_hint_not_ontology_edge,true
SCM120-A103-REL-02,认知进入期,结构教育期重心,阶段决定教育重心,mkc_041,SCM120-A103,false,false,design_hint_not_ontology_edge,true
SCM120-A103-REL-03,复盘维护期,陈列从主推位到搭配区,阶段驱动陈列更新,mkc_041,SCM120-A103,false,false,design_hint_not_ontology_edge,true
SCM120-A104-REL-01,认知进入期,叙事密度,阶段决定叙事密度高低,mkc_041,SCM120-A104,false,false,design_hint_not_ontology_edge,true
SCM120-A104-REL-02,结构教育期,教育重心,阶段决定教育侧重从是什么到怎么用,mkc_041,SCM120-A104,false,false,design_hint_not_ontology_edge,true
SCM120-A104-REL-03,复盘维护期,陈列更新,阶段驱动陈列语气切换到收尾,mkc_041,SCM120-A104,false,false,design_hint_not_ontology_edge,true
SCM120-A105-REL-01,认知进入期,低叙事密度的轮廓画面,阶段决定叙事密度,mkc_041,SCM120-A105,false,false,design_hint_not_ontology_edge,true
SCM120-A105-REL-02,结构教育期,剪裁细节的近景讲述,阶段决定教育重心,mkc_041,SCM120-A105,false,false,design_hint_not_ontology_edge,true
SCM120-A105-REL-03,复盘维护期,橱窗样衣换季更新,阶段驱动陈列更新,mkc_041,SCM120-A105,false,false,design_hint_not_ontology_edge,true
SCM120-A106-REL-01,编一组秋装先给每件派个活儿,大衣挑大梁开调子、细针织打下手省琢磨、围巾牵住颜,设计提示,mkc_042,SCM120-A106,false,false,design_hint_not_ontology_edge,true
SCM120-A106-REL-02,快划入口留挑头件与调子、细看入口才摊开搭法,忌两头一个密度、忌快划处硬塞深讲,设计提示,mkc_042,SCM120-A106,false,false,design_hint_not_ontology_edge,true
SCM120-A107-REL-01,组货角色类型,主推叙事项,subsumes_role,mkc_042,SCM120-A107,false,false,design_hint_not_ontology_edge,true
SCM120-A107-REL-02,组货角色类型,场景补位项,subsumes_role,mkc_042,SCM120-A107,false,false,design_hint_not_ontology_edge,true
SCM120-A107-REL-03,渠道差异下的信息删减规则,组货角色与渠道边界矩阵,constrains_channel_axis,mkc_042,SCM120-A107,false,false,design_hint_not_ontology_edge,true
SCM120-A108-REL-01,主推叙事项,场景补位项,主次关系与陪衬关系,mkc_042,SCM120-A108,false,false,design_hint_not_ontology_edge,true
SCM120-A108-REL-02,颜色连接项,主推叙事项,陪衬服务于主推,mkc_042,SCM120-A108,false,false,design_hint_not_ontology_edge,true
SCM120-A108-REL-03,组货角色类型,组货角色与渠道边界矩阵,归入/构成矩阵行,mkc_042,SCM120-A108,false,false,design_hint_not_ontology_edge,true
SCM120-A109-REL-01,场景任务锚点,产品卖点对齐方向,指导对齐,mkc_043,SCM120-A109,false,false,design_hint_not_ontology_edge,true
SCM120-A109-REL-02,场景中的动作限制,不适配条件表达,触发,mkc_043,SCM120-A109,false,false,design_hint_not_ontology_edge,true
SCM120-A109-REL-03,室内外温差,外搭层次,决定,mkc_043,SCM120-A109,false,false,design_hint_not_ontology_edge,true
SCM120-A110-REL-01,场景里要完成的动作,外搭层次,决定穿法,mkc_043,SCM120-A110,false,false,design_hint_not_ontology_edge,true
SCM120-A110-REL-02,显式点出不适配条件,内容可信度,提升,mkc_043,SCM120-A110,false,false,design_hint_not_ontology_edge,true
SCM120-A110-REL-03,一味说百搭,场景过度泛化风险,触发,mkc_043,SCM120-A110,false,false,design_hint_not_ontology_edge,true
SCM120-A111-REL-01,场景任务锚点,适配判断,决定,mkc_043,SCM120-A111,false,false,design_hint_not_ontology_edge,true
SCM120-A111-REL-02,场景中的动作限制,不适配条件表达,触发,mkc_043,SCM120-A111,false,false,design_hint_not_ontology_edge,true
SCM120-A111-REL-03,无源硬结论,可观察描述,降级为,mkc_043,SCM120-A111,false,false,design_hint_not_ontology_edge,true
SCM120-A112-REL-01,翻折演示动作,显瘦效果结论,must_not_prove,mkc_044,SCM120-A112,false,false,design_hint_not_ontology_edge,true
SCM120-A112-REL-02,同一光线拍前后,比较语言的边界,enables_fair_comparison,mkc_044,SCM120-A112,false,false,design_hint_not_ontology_edge,true
SCM120-A112-REL-03,显瘦硬结论,产品事实证据槽位,routes_to_evidence_slot,mkc_044,SCM120-A112,false,false,design_hint_not_ontology_edge,true
SCM120-A113-REL-01,穿上显高（结果结论）,裤长与前裆尺寸对身高的证据,result_claim_requires_evidence,mkc_044,SCM120-A113,false,false,design_hint_not_ontology_edge,true
SCM120-A113-REL-02,收肩带与裤脚翻折的演示动作,显高这一效果结论,demonstration_does_not_prove_result,mkc_044,SCM120-A113,false,false,design_hint_not_ontology_edge,true
SCM120-A113-REL-03,比别家更挺括（同类比较断言）,门襟走线更密的可见差异,comparison_downgraded_to_observable,mkc_044,SCM120-A113,false,false,design_hint_not_ontology_edge,true
SCM120-A114-REL-01,层搭穿法演示,可观察回弹描述,downgrades_to,mkc_044,SCM120-A114,false,false,design_hint_not_ontology_edge,true
SCM120-A114-REL-02,更好更有效断言,待补证据槽,routed_to_pending_evidence,mkc_044,SCM120-A114,false,false,design_hint_not_ontology_edge,true
SCM120-A114-REL-03,穿着顺序演示动作,显瘦耐穿效果结论,must_not_imply,mkc_044,SCM120-A114,false,false,design_hint_not_ontology_edge,true
SCM120-A115-REL-01,中心位置,主次层级,确立视觉权重,mkc_045,SCM120-A115,false,false,design_hint_not_ontology_edge,true
SCM120-A115-REL-02,同色邻接,呼应叙事,构成呼应,mkc_045,SCM120-A115,false,false,design_hint_not_ontology_edge,true
SCM120-A115-REL-03,异材质邻接,创作张力,构成对比,mkc_045,SCM120-A115,false,false,design_hint_not_ontology_edge,true
SCM120-A116-REL-01,主角外套,中心位置,锚定主次层级,mkc_045,SCM120-A116,false,false,design_hint_not_ontology_edge,true
SCM120-A116-REL-02,同色系针织,主角外套,同色邻接呼应延续,mkc_045,SCM120-A116,false,false,design_hint_not_ontology_edge,true
SCM120-A116-REL-03,皮质小包,主角外套,异材质邻接制造对比,mkc_045,SCM120-A116,false,false,design_hint_not_ontology_edge,true
SCM120-A117-REL-01,中心位置,主推单品,承载主角,mkc_045,SCM120-A117,false,false,design_hint_not_ontology_edge,true
SCM120-A117-REL-02,同色邻接,异材质邻接,阅读节奏对比,mkc_045,SCM120-A117,false,false,design_hint_not_ontology_edge,true
SCM120-A117-REL-03,层次后方,延伸款,主次退让暗示,mkc_045,SCM120-A117,false,false,design_hint_not_ontology_edge,true
SCM120-A118-REL-01,焦糖灯芯绒半裙,橱窗陈列与射灯布光动作,产品与 display 动作的接口,mkc_046,SCM120-A118,false,false,design_hint_not_ontology_edge,true
SCM120-A118-REL-02,直播口播的导购式表达,品牌旁白式表达,跨域口径相撞时取更严一方对齐,mkc_046,SCM120-A118,false,false,design_hint_not_ontology_edge,true
SCM120-A118-REL-03,客人主动发问,设计解释式表达,触发升格为教育节点,mkc_046,SCM120-A118,false,false,design_hint_not_ontology_edge,true
SCM120-A119-REL-01,米色风衣,出镜导购,product_leads_role_tone,mkc_046,SCM120-A119,false,false,design_hint_not_ontology_edge,true
SCM120-A119-REL-02,设计解释式表达,过渡与陪衬位,downgraded_to,mkc_046,SCM120-A119,false,false,design_hint_not_ontology_edge,true
SCM120-A119-REL-03,三种语气冲突,最克制口径留痕,conflict_resolved_by_stricter,mkc_046,SCM120-A119,false,false,design_hint_not_ontology_edge,true
SCM120-A120-REL-01,外套,针织开衫,陪衬衬托主角,mkc_046,SCM120-A120,false,false,design_hint_not_ontology_edge,true
SCM120-A120-REL-02,橱窗品牌旁白式表达,店员导购式表达,角色语气切换,mkc_046,SCM120-A120,false,false,design_hint_not_ontology_edge,true
SCM120-A120-REL-03,产品与 display 动作的接口,设计解释式表达教育节点,陈列留钩子承接讲解,mkc_046,SCM120-A120,false,false,design_hint_not_ontology_edge,true
